구,주유소명,주소,전화번호,상표,고급휘발유,휘발유,경유,실내등유,셀프,세차장,충전소,경정비,편의점,24시영업
영등포구,(주)강서오일,서울 영등포구 도신로 151,02-832-1700,HD현대오일뱅크,"1,769","1,615","1,525","1,389",Y,N,N,N,N,Y
영등포구,(주)대청에너지 대청주유소,서울 영등포구 가마산로 328 (대림동),02-841-8780,GS칼텍스,,"1,585","1,495",,Y,Y,N,Y,N,Y
영등포구,(주)지에스이앤알 보라주유소,서울 영등포구 영등포로 399 (신길동),02-842-1155,GS칼텍스,"1,909","1,657","1,555",,N,Y,N,N,N,N
영등포구,(주)한미석유 제2한강주유소,서울 영등포구 선유로 260 (양평동4가),02-2633-2716,GS칼텍스,,"1,674","1,619",,Y,Y,N,N,N,N
영등포구,HD현대오일뱅크㈜직영 대일셀프주유소,서울 영등포구 영등포로 168,02-2068-8700,HD현대오일뱅크,"1,889","1,664","1,569","1,500",Y,N,N,N,N,N
영등포구,SJ오일(주) 여의도주유소,서울 영등포구 은행로 64,02-785-8201,GS칼텍스,"2,415","2,295","2,395","1,750",N,Y,Y,N,Y,Y
영등포구,SK KH에너지 여의도주유소,서울 영등포구 국회대로 794 (여의도동),02-761-5101,SK에너지,"2,310","2,195","2,189",,N,Y,N,N,N,N
영등포구,SK에너지(주) 기린주유소,서울 영등포구 선유로 270,02-2671-5182,SK에너지,"1,869","1,674","1,619",,Y,Y,N,N,Y,Y
영등포구,SK에너지(주) 신길동주유소,서울 영등포구 영등포로 348 (신길동),02-843-0481,SK에너지,"1,899","1,669","1,575","1,560",N,Y,N,N,N,N
영등포구,SK에너지(주) 양평주유소,서울 영등포구 선유로 195 (양평동3가),02-2633-1013,SK에너지,,"1,674","1,619",,Y,Y,N,N,N,Y
영등포구,㈜지에스이앤알 모드니주유소,서울 영등포구 경인로 789,02-2637-7788,GS칼텍스,,"1,647","1,545",,N,Y,N,N,N,N
영등포구,국회대로주유소,서울 영등포구 국회대로 746 (여의도동),02-761-5122,HD현대오일뱅크,"2,139","1,975","1,922",,N,Y,N,N,N,N
영등포구,남서울고속주유소,서울 영등포구 가마산로 367 (대림동),02-843-5151,SK에너지,"1,755","1,575","1,485",,Y,Y,N,N,N,Y
영등포구,매봉주유소,서울 영등포구 도신로 248 (신길동),02-836-8851,HD현대오일뱅크,,"1,698","1,595","1,500",Y,Y,N,Y,N,N
영등포구,버드나룻길주유소,서울 영등포구 버드나루로 111 (당산동),02-2634-5104,SK에너지,"2,245","2,065","1,965","1,640",N,Y,N,N,N,N
영등포구,선유도주유소,서울 영등포구 양평로 141 (양평동5가),02-2671-5223,S-OIL,,"1,684","1,629",,Y,Y,N,N,N,N
영등포구,성락주유소,서울 영등포구 가마산로 414 (신길동),02-842-6148,S-OIL,,"1,595","1,495",,Y,Y,N,N,N,N
영등포구,성원이앤에스(주)영등포지점,서울 영등포구 국회대로52길 9-13 (영등포동7가),02-2635-7781,GS칼텍스,"2,215","1,985","1,923","1,700",N,N,N,N,N,N
영등포구,씨앤에스유통 한성주유소,서울 영등포구 여의대방로 227,02-849-5180,S-OIL,,"1,665","1,565","1,370",N,N,N,N,N,N
영등포구,씨앤에스유통(주) 한일주유소,서울 영등포구 도림로 486 (문래동3가),02-3667-5101,S-OIL,"1,828","1,628","1,528",,Y,N,N,N,N,N
영등포구,영등포제일셀프주유소,서울 영등포구 가마산로 379,02-847-5151,HD현대오일뱅크,,"1,575","1,485",,Y,Y,N,Y,N,N
영등포구,영등포현대셀프주유소,서울 영등포구 경인로 822 (영등포동),02-2678-0503,HD현대오일뱅크,,"1,615","1,525",,Y,N,N,N,Y,N
영등포구,지에스칼텍스㈜ 신길주유소,서울 영등포구 신길로 74 (신길동),02-833-1113,GS칼텍스,"1,825","1,625","1,525","1,450",Y,Y,N,N,N,Y
영등포구,지에스칼텍스㈜ 화일주유소,서울 영등포구 도림로 415,02-2633-5546,GS칼텍스,"1,879","1,679","1,589","1,520",Y,N,N,N,N,N
영등포구,한경석유(주)경덕주유소,서울 영등포구 여의대방로23길 2 (신길동),02-843-3900,SK에너지,"1,825","1,615","1,525",,Y,Y,N,N,N,N
영등포구,행촌주유소,서울 영등포구 도신로 130 (신길동),070-7758-5189,SK에너지,,"1,615","1,525",,Y,Y,N,N,Y,Y
용산구,(주)남경주유소,서울 용산구 녹사평대로11길 24,02-793-2954,SK에너지,"2,398","2,179","2,048","1,701",N,Y,N,Y,N,Y
용산구,(주)신태성주유소,서울 용산구 원효로 147 (원효로3가),02-701-9447,SK에너지,"2,365","2,152","1,994","1,608",N,Y,N,N,N,N
용산구,(주)영원 풍기주유소,서울 용산구 원효로 178 (원효로2가),02-719-2202,GS칼텍스,"2,290","2,020","1,936","1,750",N,N,N,N,Y,N
용산구,HD현대오일뱅크(주)직영 소월길주유소,서울 용산구 소월로 66 (후암동),02-318-3314,HD현대오일뱅크,"2,327","2,144","1,991",,N,Y,N,N,N,N
용산구,HD현대오일뱅크㈜직영 갈월동주유소,서울특별시 용산구  한강대로 322 (남영동),02-754-5217,HD현대오일뱅크,"2,366","2,140","1,992","1,579",N,Y,N,Y,N,N
용산구,HD현대오일뱅크㈜직영 강변현대주유소,서울 용산구 원효로 9 (청암동),02-712-7124,HD현대오일뱅크,"2,373","2,144","2,061",,N,Y,N,Y,N,N
용산구,HD현대오일뱅크㈜직영 한남동주유소,서울 용산구 한남대로 204 (한남동),02-795-0802,HD현대오일뱅크,"2,198","1,889","1,769",,N,Y,N,Y,N,N
용산구,동자동주유소,서울 용산구 한강대로104길 6 (동자동),02-754-6667,SK에너지,"2,360","2,140","1,992","1,750",N,Y,N,N,N,N
용산구,서계주유소,서울 용산구  청파로 367 (청파동),02-706-6485,GS칼텍스,"3,109","2,712","2,729","2,370",N,Y,N,N,N,N
용산구,에너비스,서울 용산구 한남대로 82 (한남동),070-8707-4572,SK에너지,"2,467","2,267","2,167",,N,Y,N,N,N,N
용산구,한남지점,서울 용산구 한남대로21길 4 (한남동),070-8707-4586,SK에너지,"2,467","2,267","2,167",,N,N,N,N,N,N
용산구,한석주유소,서울 용산구 이촌로 164,02-790-1020,SK에너지,"2,552","2,318","2,170",,N,Y,N,N,N,Y
은평구,(주)디오티디 은평유니콘주유소,서울 은평구 통일로 1151 (진관동),02-356-9051,HD현대오일뱅크,"1,774","1,579","1,479","1,484",N,Y,N,N,N,N
은평구,(주)명연에너지 수색훼미리주유소,서울 은평구 수색로 236 (수색동),02-374-8770,HD현대오일뱅크,,"1,615","1,515",,Y,Y,N,N,N,N
은평구,㈜오일닷컴 다회주유소,서울 은평구 증산로 441,02-375-5156,S-OIL,,"1,594","1,544",,Y,N,N,N,N,N
은평구,뉴타운셀프주유소,서울 은평구 통일로 1031,02-355-3055,S-OIL,,"1,645","1,575",,Y,N,N,N,N,N
은평구,대성산업㈜ 대성주유소,서울 은평구 통일로 642,02-355-3434,GS칼텍스,"1,828","1,627","1,537",,Y,Y,N,N,N,Y
은평구,박석고개주유소,서울 은평구 통일로 945 (갈현동),02-388-0477,SK에너지,,"1,637","1,547",,Y,Y,N,N,N,Y
은평구,불광주유소,서울 은평구 연서로 314 (불광동),02-382-5149,HD현대오일뱅크,"1,828","1,608","1,528",,Y,Y,N,N,N,N
은평구,성원이앤에스(주)은평지점,서울 은평구 통일로 968 (진관동),02-352-4451,GS칼텍스,"1,868","1,639","1,548",,Y,Y,N,N,N,N
은평구,은평뉴타운주유소,서울 은평구 통일로 924 (불광동),02-355-0349,SK에너지,,"1,637","1,547","1,484",Y,Y,N,Y,N,N
은평구,응암주유소,서울 은평구 응암로 163,02-303-1448,HD현대오일뱅크,"1,884","1,624","1,574",,Y,N,N,N,N,N
은평구,지에스칼텍스(주)수색뉴타운주유소,서울 은평구 수색로 350 (수색동),02-309-5051,GS칼텍스,"1,854","1,604","1,515",,Y,Y,N,N,N,N
은평구,지에스칼텍스㈜ 서부주유소,서울 은평구 응암로 210 (응암동),02-302-6041,GS칼텍스,"1,879","1,619","1,569","1,472",Y,Y,N,Y,N,N
은평구,지에스칼텍스㈜ 신사제일주유소,서울 은평구 증산로 423 (신사동),02-308-4333,GS칼텍스,"1,849","1,599","1,549","1,449",Y,Y,N,N,N,Y
은평구,타이거주유소,서울 은평구 수색로 188 (증산동),02-309-9145,SK에너지,,"1,594","1,514","1,600",Y,Y,N,N,N,N
종로구,(주)대양씨앤씨 사직주유소,서울 종로구 사직로 65 (사직동),02-735-4858,GS칼텍스,"2,495","2,295","2,185","1,800",N,N,N,N,N,N
종로구,(주)중앙에너비스 혜화주유소,서울 종로구 창경궁로35길 1,070-8707-4564,SK에너지,"2,467","2,267","2,167","1,750",N,N,N,N,N,N
종로구,HD현대오일뱅크㈜직영 재동주유소,서울 종로구 율곡로 58 (경운동),02-732-3968,HD현대오일뱅크,"1,999","1,659","1,579",,Y,N,N,N,N,N
종로구,SK북악주유소,서울 종로구 평창문화로 137,02-395-6500,SK에너지,"2,398","2,198","2,098",,N,Y,N,N,N,N
종로구,㈜지에스이앤알 평창주유소,서울 종로구 평창문화로 135 (평창동),02-391-5185,HD현대오일뱅크,"1,999","1,759","1,699",,Y,Y,N,N,N,N
종로구,경복궁주유소,서울 종로구 율곡로 6 (중학동),02-6016-6981,GS칼텍스,"2,490","2,290","2,180",,N,N,N,N,N,N
종로구,구도일주유소특종,서울 종로구 평창문화로 90 (평창동),02-379-6524,S-OIL,"1,990","1,790","1,690","1,600",N,Y,N,N,N,N
종로구,안풍주유소,서울 종로구 자하문로 303,02-396-5151,S-OIL,"1,989","1,769","1,689",,N,Y,N,N,N,N
종로구,자하문주유소,서울 종로구 자하문로 248 (부암동),02-396-5252,SK에너지,"1,989","1,769","1,689",,Y,Y,N,N,N,N
중구,HD현대오일뱅크㈜직영 장원주유소,서울 중구 동호로 203 (신당동),02-2236-2759,HD현대오일뱅크,"2,028","1,798","1,698","1,650",N,N,N,N,N,N
중구,SK에너지(주) 퇴계로주유소,서울 중구 퇴계로 228 (필동2가),02-2273-5189,SK에너지,"2,020","1,954","1,954",,N,N,N,N,N,N
중구,다산주유소,서울 중구 다산로 233,02-2252-2210,S-OIL,"1,849","1,629","1,529","1,600",Y,N,N,N,N,N
중구,서남주유소,서울 중구 통일로 30,02-752-9475,SK에너지,"3,116","2,716","2,600","2,219",N,Y,N,N,N,Y
중구,세화주유소,서울 중구 왕십리로 403,02-2234-3451,알뜰주유소,,"1,768","1,668","1,600",N,Y,N,Y,N,Y
중구,신당동주유소,서울 중구 다산로 242 (신당동),02-2252-6688,SK에너지,"2,348","2,148","1,998","1,650",N,Y,N,N,N,Y
중구,약수주유소,서울 중구 다산로 173,02-2252-3345,SK에너지,"1,878","1,657","1,556",,Y,Y,N,Y,N,Y
중구,장충드림주유소,서울 중구 동호로 296,02-2275-5150,S-OIL,,"1,785","1,685",,Y,Y,N,N,N,N
중구,장충주유소,서울 중구 장충단로 202 (장충동1가),02-2279-9965,SK에너지,"2,348","2,038","1,989",,N,Y,N,N,N,Y
중구,필동주유소,서울 중구 퇴계로 196 (필동2가),02-2267-8025,GS칼텍스,"2,739","2,489","2,369","1,859",N,N,N,N,N,Y
중랑구,(주)기지에너지,서울 중랑구 용마산로 716 (신내동),02-2207-9419,S-OIL,,"1,639","1,539","1,450",N,N,N,N,N,N
중랑구,(주)자연에너지 대창주유소,서울 중랑구 동일로 636 (면목동),02-434-1448,HD현대오일뱅크,"1,830","1,607","1,507",,Y,N,N,N,N,N
중랑구,(주)태영 구도일주유소 한인,서울 중랑구 망우로 170 (상봉동),02-438-5151,S-OIL,"1,845","1,635","1,535",,Y,Y,N,Y,N,N
중랑구,구도일주유소 동천,서울 중랑구 동일로 654 (면목동),02-495-0081,S-OIL,,"1,617","1,507",,Y,Y,N,N,N,N
중랑구,대양주유소,서울 중랑구 봉우재로 105 (상봉동),02-437-5457,GS칼텍스,"1,840","1,620","1,520","1,600",Y,Y,N,N,N,N
중랑구,대원주유소,서울 중랑구 동일로 600,02-438-6111,GS칼텍스,"1,830","1,607","1,507","1,600",Y,Y,N,N,N,N
중랑구,면목SELF주유소,서울 중랑구 동일로 627 (면목동),02-437-4072,SK에너지,,"1,607","1,507",,Y,Y,N,Y,N,N
중랑구,범아주유소,서울 중랑구 동일로 881 (묵동),02-974-8356,S-OIL,,"1,698","1,598","1,600",N,Y,N,Y,N,N
중랑구,신내주유소,서울 중랑구 용마산로 705 (신내동),02-2207-0523,SK에너지,,"1,652","1,553","1,450",Y,Y,N,N,N,N
중랑구,신일셀프주유소,서울 중랑구 상봉로 58 (망우동),02-436-3651,SK에너지,,"1,659","1,568","1,590",Y,Y,N,Y,N,Y
중랑구,오천만주유소,서울 중랑구 동일로 547 (면목동),070-7797-7474,S-OIL,,"1,607","1,507",,Y,Y,N,N,N,N
중랑구,용마로주유소,서울 중랑구 용마산로 309 (면목동),02-439-3037,SK에너지,,"1,658","1,538","1,600",Y,Y,N,N,N,N
중랑구,우림주유소,서울 중랑구 용마산로 487 (망우제3동),02-433-9990,GS칼텍스,,"1,607","1,507",,Y,Y,N,N,N,N
